"Census Tracts in New York, NY",Tract_fips,County_name,County_fips,State_name,State_fips,"Geographic Years Available","% Population, Citizenship - Foreign Born - Not a Citizen, 2016","% Population, Citizenship - Foreign Born - Naturalized, 2016","% Population, Citizenship - Native, 2016","% Employment, Unemployed, 2016","Family Income Total ($), 2016","# Population Not in Poverty, Total, 2016","# Population, Female, Not in Poverty, Total, 2016","% Population, Female, Not in Poverty, Total, 2016","# Population, Male, Not in Poverty, Total, 2016","% Population, Male, Not in Poverty, Total, 2016","% Population Not in Poverty, Total, 2016","# Population, Female, in Poverty, Total, 2016","% Population, Female, in Poverty, Total, 2016","# Population, Male, in Poverty, Total, 2016","% Population, Male, in Poverty, Total, 2016","# Population Poverty Universe, 2016","# Population, Female, Poverty Universe, 2016","# Population, Male, Poverty Universe, 2016","# Population, Not Hispanic, 2016","% Population, Not Hispanic, 2016"
"CT006300, New York County, NY","36061006300 ","New York County, NY","36061 ","New York","36 ","2010, 2014",7.2774,5.1529,87.5697,4.6113,472958193,6199,3152,47.4913,3047,45.9093,93.4006,302,4.5502,136,2.0491,6637,3183,3454,6344,95.5854
"CT006400, New York County, NY","36061006400 ","New York County, NY","36061 ","New York","36 ","2010, 2014",6.7543,9.8147,83.4310,4.5973,260848739,7339,3967,47.4238,3372,40.3108,87.7346,758,9.0616,268,3.2038,8365,3640,4725,7728,92.3849
"CT006500, New York County, NY","36061006500 ","New York County, NY","36061 ","New York","36 ","2010, 2014",11.2430,8.5728,80.1843,4.5869,158707850,5891,2949,46.0493,2942,45.9400,91.9894,362,5.6527,151,2.3579,6404,3093,3311,5927,92.5515
"CT006600, New York County, NY","36061006600 ","New York County, NY","36061 ","New York","36 ","2010, 2014",8.2938,12.8251,78.8811,4.5666,275022998,10915,6334,51.8076,4581,37.4693,89.2770,626,5.1202,685,5.6028,12226,5266,6960,9944,81.3349
"CT006700, New York County, NY","36061006700 ","New York County, NY","36061 ","New York","36 ","2010, 2014",10.0572,6.0557,83.8871,4.6172,136887206,5207,2734,48.8389,2473,44.1765,93.0154,182,3.2512,209,3.7335,5598,2682,2916,5209,93.0511
"CT006800, New York County, NY","36061006800 ","New York County, NY","36061 ","New York","36 ","2010, 2014",9.2925,11.7782,78.9293,4.6123,132423394,7052,3839,48.9356,3213,40.9560,89.8917,322,4.1045,471,6.0038,7845,3684,4161,7270,92.6705
"CT006900, New York County, NY","36061006900 ","New York County, NY","36061 ","New York","36 ","2010, 2014",14.9312,6.1419,78.9269,4.5964,184370778,2671,1305,46.0642,1366,48.2174,94.2817,129,4.5535,33,1.1648,2833,1399,1434,2667,94.1405
"CT007000, New York County, NY","36061007000 ","New York County, NY","36061 ","New York","36 ","2010, 2014",7.0616,5.7619,87.1764,4.6067,370685046,8493,4571,49.5072,3922,42.4781,91.9853,438,4.7439,302,3.2709,9233,4224,5009,8573,92.8517
"CT007100, New York County, NY","36061007100 ","New York County, NY","36061 ","New York","36 ","2010, 2014",9.2648,13.5164,77.2188,4.5782,215174613,5213,2729,48.3437,2484,44.0035,92.3472,346,6.1293,86,1.5235,5645,2570,3075,5321,94.2604
"CT007200, New York County, NY","36061007200 ","New York County, NY","36061 ","New York","36 ","2010, 2014",11.0951,11.9034,77.0014,4.6064,271749312,8313,4486,49.6733,3827,42.3763,92.0496,470,5.2043,248,2.7461,9031,4075,4956,8537,94.5300
"CT007300, New York County, NY","36061007300 ","New York County, NY","36061 ","New York","36 ","2010, 2014",6.0587,9.4745,84.4668,4.5806,150772817,6155,3204,49.5209,2951,45.6105,95.1314,163,2.5193,152,2.3493,6470,3103,3367,6107,94.3895
"CT007400, New York County, NY","36061007400 ","New York County, NY","36061 ","New York","36 ","2010, 2014",11.2236,9.6491,79.1273,4.6441,240628030,3970,2298,51.6869,1672,37.6068,89.2937,188,4.2285,288,6.4777,4446,1960,2486,4187,94.1745
"CT007500, New York County, NY","36061007500 ","New York County, NY","36061 ","New York","36 ","2010, 2014",8.6477,7.3367,84.0156,4.6439,343260827,4053,1959,45.0552,2094,48.1601,93.2153,171,3.9328,124,2.8519,4348,2218,2130,4113,94.5952
"CT007600, New York County, NY","36061007600 ","New York County, NY","36061 ","New York","36 ","2010, 2014",20.8911,14.6700,64.4388,4.6154,82040982,2088,1069,44.9348,1019,42.8331,87.7680,196,8.2388,95,3.9933,2379,1114,1265,2226,93.5687
"CT007700, New York County, NY","36061007700 ","New York County, NY","36061 ","New York","36 ","2010, 2014",8.8325,8.5274,82.6401,4.6121,224958033,5857,2871,46.1057,2986,47.9525,94.0581,280,4.4965,90,1.4453,6227,3076,3151,5738,92.1471
"CT007800, New York County, NY","36061007800 ","New York County, NY","36061 ","New York","36 ","2010, 2014",15.1678,10.5854,74.2468,4.6076,296644985,8031,4334,49.6506,3697,42.3531,92.0037,397,4.5481,301,3.4483,8729,3998,4731,8168,93.5731
"CT007900, New York County, NY","36061007900 ","New York County, NY","36061 ","New York","36 ","2010, 2014",6.6073,11.6931,81.6996,4.6118,256799442,4360,2190,47.5983,2170,47.1637,94.7620,142,3.0863,99,2.1517,4601,2269,2332,4326,94.0230
"CT008000, New York County, NY","36061008000 ","New York County, NY","36061 ","New York","36 ","2010, 2014",8.8267,12.0720,79.1013,4.5503,298463462,5095,2606,46.4693,2489,44.3830,90.8524,444,7.9173,69,1.2304,5608,2558,3050,5297,94.4544
"CT008100, New York County, NY","36061008100 ","New York County, NY","36061 ","New York","36 ","2010, 2014",10.5830,13.8154,75.6016,4.6215,341191099,7778,3704,44.3433,4074,48.7729,93.1162,293,3.5077,282,3.3760,8353,4356,3997,7360,88.1121
"CT008200, New York County, NY","36061008200 ","New York County, NY","36061 ","New York","36 ","2010, 2014",11.0749,12.1410,76.7841,4.6126,185188512,3106,1728,51.1697,1378,40.8054,91.9751,152,4.5010,119,3.5238,3377,1497,1880,3159,93.5446
